key	value
SamgukSagi1	Sabeol
SamgukSagi2	Sang
SamgukSagi3	Sabeol
SamgukSagi4	Sang
SamgukSagi5	Seokrihwa
SamgukSagi6	Cheonghyo
SamgukSagi7	Cheongri
SamgukSagi8	Dali
SamgukSagi9	Dain
SamgukSagi10	Jinaemiji
SamgukSagi11	Hwachang
SamgukSagi12	Suju
SamgukSagi13	Gwangcheon
SamgukSagi14	Bo
SamgukSagi15	Haji
SamgukSagi16	Yeongan
SamgukSagi17	Pungsan
SamgukSagi18	Nansan
SamgukSagi19	Anin
SamgukSagi20	Geunpum
SamgukSagi21	Gayu
SamgukSagi22	Sanyang
SamgukSagi23	Jeoka
SamgukSagi24	Eunjeong
SamgukSagi25	Eunpung
SamgukSagi26	Gotonya
SamgukSagi27	Gochang
SamgukSagi28	Andong
SamgukSagi29	Iljik
SamgukSagi30	Jiknyeong
SamgukSagi31	Iljik
SamgukSagi32	Yeolhye
SamgukSagi33	Ilgye
SamgukSagi34	Guhwa
SamgukSagi35	Gogu
SamgukSagi36	Uiseong
SamgukSagi37	Somun
SamgukSagi38	Munso
SamgukSagi39	Uiseong
SamgukSagi40	Chilpahwa
SamgukSagi41	Jinbo
SamgukSagi42	Boseong
SamgukSagi43	Ahwaok
SamgukSagi44	Biok
SamgukSagi45	Asihye
SamgukSagi46	Anhyeon
SamgukSagi47	Anjeong
SamgukSagi48	Mudongmiji
SamgukSagi49	Danmil
SamgukSagi50	Ilseon
SamgukSagi51	Sungseon
SamgukSagi52	Seon
SamgukSagi53	Pajing
SamgukSagi54	Gwanrim
SamgukSagi55	(Uiheung)
SamgukSagi56	Geunhye
SamgukSagi57	Hyoryeong
SamgukSagi58	Nodongchae
SamgukSagi59	Gunwi
SamgukSagi60	Gammunso
SamgukSagi61	Gaenyeong
SamgukSagi62	Geummul
SamgukSagi63	Eomo
SamgukSagi64	Geumsan
SamgukSagi65	Geumsan
SamgukSagi66	Jipumcheon
SamgukSagi67	Jirye
SamgukSagi68	Musan
SamgukSagi69	Mupung
SamgukSagi70	Gildong
SamgukSagi71	Yeongdong
SamgukSagi72	Jobicheon
SamgukSagi73	Yangsan
SamgukSagi74	Sona
SamgukSagi75	Hwanggan
SamgukSagi76	Sisan
SamgukSagi77	Gwanseong
SamgukSagi78	Sorisan
SamgukSagi79	Risan
SamgukSagi80	Adongho
SamgukSagi81	Hyeonjin
SamgukSagi82	Aneup
SamgukSagi83	Samnyeonsan
SamgukSagi84	Samnyeon
SamgukSagi85	Bonai
SamgukSagi86	Salmae
