key	value
SamgukSagi1	沙伐國
SamgukSagi2	上州
SamgukSagi3	沙伐州
SamgukSagi4	尙州
SamgukSagi5	昔里火縣(靑里火縣)
SamgukSagi6	靑驍縣
SamgukSagi7	靑理縣
SamgukSagi8	達已縣(多已縣)
SamgukSagi9	多仁縣
SamgukSagi10	知乃彌知縣
SamgukSagi11	化昌縣
SamgukSagi12	水酒郡
SamgukSagi13	匡泉郡
SamgukSagi14	甫州
SamgukSagi15	下枝縣
SamgukSagi16	永安縣
SamgukSagi17	豐山縣
SamgukSagi18	蘭山縣
SamgukSagi19	安仁縣
SamgukSagi20	近品縣(巾品縣)
SamgukSagi21	嘉猷縣
SamgukSagi22	山陽縣
SamgukSagi23	赤牙縣
SamgukSagi24	殷正縣
SamgukSagi25	殷豐縣
SamgukSagi26	古噸耶郡
SamgukSagi27	古昌郡
SamgukSagi28	安東府
SamgukSagi29	一直縣
SamgukSagi30	直寧縣
SamgukSagi31	一直縣
SamgukSagi32	熱兮縣(泥兮縣)
SamgukSagi33	日谿縣
SamgukSagi34	仇火縣(高近縣)
SamgukSagi35	高丘縣
SamgukSagi36	義城府
SamgukSagi37	召文國
SamgukSagi38	聞韶郡
SamgukSagi39	義城府
SamgukSagi40	漆巴火縣
SamgukSagi41	眞寶縣
SamgukSagi42	甫城
SamgukSagi43	阿火屋縣(并屋縣)
SamgukSagi44	比屋縣
SamgukSagi45	阿尸兮縣(阿乙兮縣)
SamgukSagi46	安賢縣
SamgukSagi47	安定縣
SamgukSagi48	武冬彌知(曷多彌知)
SamgukSagi49	單密縣
SamgukSagi50	一善郡
SamgukSagi51	嵩善郡
SamgukSagi52	善州
SamgukSagi53	波澄縣
SamgukSagi54	罐林縣
SamgukSagi55	(義興)縣
SamgukSagi56	覲兮縣
SamgukSagi57	孝靈縣
SamgukSagi58	奴同債縣(如豆債縣)
SamgukSagi59	軍威縣
SamgukSagi60	甘文小國
SamgukSagi61	開寧郡
SamgukSagi62	今勿縣(陰達縣)
SamgukSagi63	禦侮縣
SamgukSagi64	金山縣
SamgukSagi65	金山縣
SamgukSagi66	知品川縣
SamgukSagi67	知禮縣
SamgukSagi68	茂山縣
SamgukSagi69	茂豐縣
SamgukSagi70	吉同郡
SamgukSagi71	永同郡
SamgukSagi72	助比川縣
SamgukSagi73	陽山縣
SamgukSagi74	召羅縣
SamgukSagi75	黃澗縣
SamgukSagi76	尸山郡
SamgukSagi77	管城郡
SamgukSagi78	所利山縣
SamgukSagi79	利山縣
SamgukSagi80	阿冬號縣(阿冬兮縣)
SamgukSagi81	縣眞縣
SamgukSagi82	安邑縣
SamgukSagi83	三年山郡
SamgukSagi84	三年郡
SamgukSagi85	保齡郡
SamgukSagi86	薩買縣
SamgukSagi87	淸川縣
SamgukSagi88	屈縣
SamgukSagi89	耆山縣
SamgukSagi90	靑山縣
SamgukSagi91	古寧加耶國/古冬攬郡(古陵縣)
SamgukSagi92	古寧郡
SamgukSagi93	咸寧郡
SamgukSagi94	加害縣
SamgukSagi95	嘉善縣
SamgukSagi96	加恩縣
SamgukSagi97	冠縣(冠文縣)
SamgukSagi98	冠山縣
SamgukSagi99	聞慶縣
SamgukSagi100	虎側縣
SamgukSagi101	虎溪縣
SamgukSagi102	荅達匕郡(杳達郡)
SamgukSagi103	化寧郡
SamgukSagi104	刀良縣
SamgukSagi105	道安縣
SamgukSagi106	中牟縣
SamgukSagi107	絲州
SamgukSagi108	下州
SamgukSagi109	歃良州
SamgukSagi110	良州
SamgukSagi111	梁州
SamgukSagi112	居知火縣
SamgukSagi113	劭陽縣
SamgukSagi114	金官國(伽落國、伽耶國)
SamgukSagi115	金海小京
SamgukSagi116	金州
SamgukSagi117	屈自郡
SamgukSagi118	義安郡
SamgukSagi119	漆吐縣
SamgukSagi120	漆箸縣
SamgukSagi121	漆園縣
SamgukSagi122	骨浦縣
SamgukSagi123	合浦縣
SamgukSagi124	熊只縣
SamgukSagi125	熊神縣
SamgukSagi126	推火郡
SamgukSagi127	密城郡
SamgukSagi128	西火縣
SamgukSagi129	尙藥縣
SamgukSagi130	靈山縣
SamgukSagi131	推浦縣(一云竹山)
SamgukSagi132	密津縣
SamgukSagi133	烏也山縣(仇道縣/烏禮山縣)
SamgukSagi134	烏丘山縣
SamgukSagi135	淸道郡
SamgukSagi136	驚山縣
SamgukSagi137	荊山縣
SamgukSagi138	淸道郡
SamgukSagi139	率已山縣
SamgukSagi140	蘇山縣
SamgukSagi141	淸道郡
SamgukSagi142	比自火郡(比斯伐郡)
SamgukSagi143	火王郡
SamgukSagi144	昌寧郡
SamgukSagi145	推良火縣(三良火縣)
SamgukSagi146	玄驍縣
SamgukSagi147	玄豐縣
SamgukSagi148	喟火郡
SamgukSagi149	壽昌郡(嘉昌郡)
SamgukSagi150	壽城郡
SamgukSagi151	達句火縣
SamgukSagi152	大丘縣
SamgukSagi153	八居里縣(北耻長里縣/仁里縣)
SamgukSagi154	八里縣
SamgukSagi155	八居縣
SamgukSagi156	多斯只縣(沓只縣)
SamgukSagi157	河濱縣
SamgukSagi158	舌火縣
SamgukSagi159	花園縣
SamgukSagi160	押梁小國(押督小國)
SamgukSagi161	捶山郡
