key	value
NRCT1	Shirisawabemura
NRCT2	Nakahamachiyō
NRCT3	Kamedachiyō
NRCT4	Nakanomura
NRCT5	Shimoanazawamura
NRCT6	Ōyamamura
NRCT7	Awamura
NRCT8	Kamiakutsumura
NRCT9	Shimoakutsumura
NRCT10	Kitakatamura
NRCT11	Takakumura
NRCT12	Takanemura
NRCT13	Iwafunemura
NRCT14	Magonemura
NRCT15	Ōmorimura
NRCT16	Kanzeommura
NRCT17	Kōyamura
NRCT18	Kamīzumimura
NRCT19	Kaminakasaimura
NRCT20	Shimonakasaimura
NRCT21	Ishizukamura
NRCT22	Shimoaoyamamura
NRCT23	Kamiaoyamamura
NRCT24	Sōdamura
NRCT25	Nodamura
NRCT26	Ichinosawamura
NRCT27	Shimokosakamura
NRCT28	Kamikosakamura
NRCT29	Katsumizawamura
NRCT30	Kamifurūchimura
NRCT31	Shimofurūchimura
NRCT32	Yasudoshinden
NRCT33	Mashīmura
NRCT34	Isonomura
NRCT35	Kamīrinomura
NRCT36	Shimōonomura
NRCT37	Aotsukurimura
NRCT38	Koizumimura
NRCT39	Kawamatamura
NRCT40	Hiratomura
NRCT41	Shiogasakimura
NRCT42	Ījimamura
NRCT43	Shimadamura
NRCT44	Ōkushimura
NRCT45	Tōmaemura
NRCT46	Kurizakimura
NRCT47	Rokutandamura
NRCT48	Koromakizawamura
NRCT49	Ōbamura
NRCT50	Shimashinden
NRCT51	Akinarishinden
NRCT52	Shimoirinomura
NRCT53	Moritomura
NRCT54	Isohamamura
NRCT55	Ōnukimura
NRCT56	Kamiyamamura
NRCT57	Naritamura
NRCT58	Tajimamura
NRCT59	Shimamorimura
NRCT60	Minowamura
NRCT61	Kuroisomura
NRCT62	Ushibushimura
NRCT63	Arigamura
NRCT64	Ōdaramura
NRCT65	Tsuijimura
NRCT66	Akōsekimura
NRCT67	Nakaharamura
NRCT68	Sugisakimura
NRCT69	Miyumura
NRCT70	Tashiromura
NRCT71	Uchiharamura
NRCT72	Kobayashimura
NRCT73	Gohēmura
NRCT74	Koibuchimura
NRCT75	Shimonoshinden
NRCT76	Shimoishizakimura
NRCT77	Nakaishizakimura
NRCT78	Kamīshizakimura
NRCT79	Hareyamazawamura
NRCT80	Wakamiyamura
NRCT81	Yatabemura
NRCT82	Uenomura
NRCT83	Nagaokamura
NRCT84	Maedamura
NRCT85	Ōdomura
NRCT86	Kondōmura
NRCT87	Tokoimura
NRCT88	Umawatarimura
NRCT89	Kozurumura
NRCT90	Hiranaimura
NRCT91	Koeyasumura
NRCT92	Sobaharamura
NRCT93	Komawatarimura
NRCT94	Nosomura
NRCT95	Kurizakimura
NRCT96	Kawamatamura
NRCT97	Kibemura
NRCT98	Kamīinumamura
NRCT99	Shimoīnumamura
NRCT100	Shimohajimura
NRCT101	Kanayamazawamura
NRCT102	Okunoyamura
NRCT103	Ozutsumimura
NRCT104	Komabamura
NRCT105	Kamiyadomura
NRCT106	Ebisawamura
NRCT107	Agakemura
NRCT108	Miyagasakimura
NRCT109	Jiyōnōchimura
NRCT110	Shimadamura
NRCT111	Kanyamura
NRCT112	Yoshikawachiyō
NRCT113	Tsunogaraorimura
NRCT114	Akibamura
NRCT115	Ashiguromura
NRCT116	Totsupadamura
NRCT117	Obatamura
NRCT118	Gezamura
NRCT119	Kamiamagayamura
NRCT120	Shimoamagaimura
NRCT121	Namaisawamura
NRCT122	Saigōchimura
NRCT123	Hashibamishinden
NRCT124	Toyabemura
NRCT125	Mazunochishinden
NRCT126	Koiwatomura
NRCT127	Terasakishinden
