key	ja-JP	en-US	longitude	latitude	min_size	max_size	first_julian_day	last_julian_day	texture	overall_length
ChinaTomb1	秦始皇陵		109.253889	34.381667	0	0.1	1645600	1650000	MausoleumOfTheFirstQinEmperor	345
