Z	Y	Distance X	Distance Y	Area XY
16	27940	551.724	548.717	302740.3381
16	27939	551.701	548.695	302715.5802
16	27938	551.678	548.672	302690.2716
16	27937	551.656	548.65	302666.0644
16	27936	551.633	548.628	302641.3095
16	27935	551.61	548.605	302616.0041
16	27934	551.587	548.583	302591.2512
16	27933	551.565	548.56	302566.4964
16	27932	551.542	548.538	302541.7456
16	27931	551.519	548.516	302516.9958
16	27930	551.496	548.493	302491.6955
16	27929	551.473	548.471	302466.9478
16	27928	551.451	548.448	302442.198
16	27927	551.428	548.426	302417.4523
16	27926	551.405	548.404	302392.7076
16	27925	551.382	548.381	302367.4125
16	27924	551.359	548.359	302342.6699
16	27923	551.337	548.336	302317.9252
16	27922	551.314	548.314	302293.1846
16	27921	551.291	548.291	302267.8937
16	27920	551.268	548.269	302243.1551
16	27919	551.245	548.247	302218.4175
16	27918	551.223	548.224	302193.678
16	27917	551.2	548.202	302168.9424
16	27916	551.177	548.179	302143.6567
16	27915	551.154	548.157	302118.9232
16	27914	551.131	548.134	302093.6396
16	27913	551.108	548.112	302068.9081
16	27912	551.086	548.089	302044.1747
16	27911	551.063	548.067	302019.4452
16	27910	551.04	548.044	301994.1658
16	27909	551.017	548.022	301969.4384
16	27908	550.994	548	301944.712
16	27907	550.971	547.977	301919.4357
16	27906	550.949	547.955	301895.2593
16	27905	550.926	547.932	301869.985
16	27904	550.903	547.91	301845.2627
16	27903	550.88	547.887	301819.9906
16	27902	550.857	547.865	301795.2703
16	27901	550.834	547.842	301770.0002
16	27900	550.811	547.82	301745.282
16	27899	550.789	547.797	301720.5618
16	27898	550.766	547.775	301695.8457
16	27897	550.743	547.752	301670.5797
16	27896	550.72	547.73	301645.8656
16	27895	550.697	547.707	301620.6018
16	27894	550.674	547.685	301595.8897
16	27893	550.651	547.662	301570.628
16	27892	550.628	547.639	301545.3673
16	27891	550.605	547.617	301520.6583
16	27890	550.583	547.594	301495.9473
16	27889	550.56	547.572	301471.2403
16	27888	550.537	547.549	301445.9838
16	27887	550.514	547.527	301421.2789
16	27886	550.491	547.504	301396.0245
16	27885	550.468	547.482	301371.3216
16	27884	550.445	547.459	301346.0693
16	27883	550.422	547.437	301321.3684
16	27882	550.399	547.414	301296.1182
16	27881	550.376	547.392	301271.4194
16	27880	550.353	547.369	301246.1713
16	27879	550.33	547.346	301220.9242
16	27878	550.307	547.324	301196.2285
16	27877	550.284	547.301	301170.9835
16	27876	550.262	547.279	301146.8371
16	27875	550.239	547.256	301121.5942
16	27874	550.216	547.234	301096.9025
16	27873	550.193	547.211	301071.6617
16	27872	550.17	547.188	301046.422
16	27871	550.147	547.166	301021.7334
16	27870	550.124	547.143	300996.4957
16	27869	550.101	547.121	300971.8092
16	27868	550.078	547.098	300946.5736
16	27867	550.055	547.075	300921.3391
16	27866	550.032	547.053	300896.6557
16	27865	550.009	547.03	300871.4233
16	27864	549.986	547.008	300846.7419
16	27863	549.963	546.985	300821.5116
16	27862	549.94	546.962	300796.2823
16	27861	549.917	546.94	300771.604
16	27860	549.894	546.917	300746.3768
16	27859	549.871	546.894	300721.1507
16	27858	549.848	546.872	300696.4755
16	27857	549.825	546.849	300671.2514
16	27856	549.802	546.827	300646.5783
16	27855	549.779	546.804	300621.3563
16	27854	549.756	546.781	300596.1354
16	27853	549.733	546.759	300571.4653
16	27852	549.71	546.736	300546.2466
16	27851	549.687	546.713	300521.0288
16	27850	549.664	546.691	300496.3618
16	27849	549.641	546.668	300471.1462
16	27848	549.618	546.645	300445.9316
16	27847	549.595	546.623	300421.2677
16	27846	549.572	546.6	300396.0552
16	27845	549.549	546.577	300370.8438
16	27844	549.526	546.555	300346.1829
16	27843	549.503	546.532	300320.9736
16	27842	549.48	546.509	300295.7653
16	27841	549.456	546.487	300270.5611
16	27840	549.433	546.464	300245.3549
16	27839	549.41	546.441	300220.1498
16	27838	549.387	546.419	300195.4952
16	27837	549.364	546.396	300170.2921
16	27836	549.341	546.373	300145.0902
16	27835	549.318	546.351	300120.4386
16	27834	549.295	546.328	300095.2388
16	27833	549.272	546.305	300070.04
16	27832	549.249	546.282	300044.8422
16	27831	549.226	546.26	300020.1948
16	27830	549.203	546.237	299994.9991
16	27829	549.18	546.214	299969.8045
16	27828	549.156	546.192	299944.614
16	27827	549.133	546.169	299919.4215
16	27826	549.11	546.146	299894.2301
16	27825	549.087	546.123	299869.0397
16	27824	549.064	546.101	299844.3995
16	27823	549.041	546.078	299819.2112
16	27822	549.018	546.055	299794.024
16	27821	548.995	546.032	299768.8378
16	27820	548.972	546.01	299744.2017
16	27819	548.948	545.987	299718.4717
16	27818	548.925	545.964	299693.2887
16	27817	548.902	545.941	299668.1068
16	27816	548.879	545.919	299643.4748
16	27815	548.856	545.896	299618.295
16	27814	548.833	545.873	299593.1162
16	27813	548.81	545.85	299567.9385
16	27812	548.786	545.828	299542.7648
16	27811	548.763	545.805	299517.5892
16	27810	548.74	545.782	299492.4147
16	27809	548.717	545.759	299467.2412
16	27808	548.694	545.736	299442.0688
16	27807	548.671	545.714	299417.4461
16	27806	548.648	545.691	299392.2758
16	27805	548.624	545.668	299366.5608
16	27804	548.601	545.645	299341.3926
16	27803	548.578	545.623	299316.7741
16	27802	548.555	545.6	299291.608
16	27801	548.532	545.577	299266.443
16	27800	548.509	545.554	299241.279
16	27799	548.485	545.531	299215.5705
16	27798	548.462	545.508	299190.4087
16	27797	548.439	545.486	299165.7964
16	27796	548.416	545.463	299140.6366
16	27795	548.393	545.44	299115.4779
16	27794	548.369	545.417	299089.7749
16	27793	548.346	545.394	299064.6183
16	27792	548.323	545.371	299039.4628
16	27791	548.3	545.349	299014.8567
16	27790	548.277	545.326	298989.7033
16	27789	548.253	545.303	298964.0057
16	27788	548.23	545.28	298938.8544
16	27787	548.207	545.257	298913.7042
16	27786	548.184	545.234	298888.5551
16	27785	548.16	545.212	298863.4099
16	27784	548.137	545.189	298838.2629
16	27783	548.114	545.166	298813.1169
16	27782	548.091	545.143	298787.972
16	27781	548.067	545.12	298762.283
16	27780	548.044	545.097	298737.1403
16	27779	548.021	545.074	298711.9986
16	27778	547.998	545.052	298687.4059
16	27777	547.974	545.029	298661.7212
16	27776	547.951	545.006	298636.5827
16	27775	547.928	544.983	298611.4452
16	27774	547.905	544.96	298586.3088
16	27773	547.881	544.937	298560.6285
16	27772	547.858	544.914	298535.4942
16	27771	547.835	544.891	298510.361
16	27770	547.812	544.868	298485.2288
16	27769	547.788	544.846	298460.1006
16	27768	547.765	544.823	298434.9706
16	27767	547.742	544.8	298409.8416
16	27766	547.719	544.777	298384.7137
16	27765	547.695	544.754	298359.042
16	27764	547.672	544.731	298333.9162
16	27763	547.649	544.708	298308.7915
16	27762	547.625	544.685	298283.1231
16	27761	547.602	544.662	298258.0005
16	27760	547.579	544.639	298232.879
16	27759	547.555	544.616	298207.2139
16	27758	547.532	544.593	298182.0945
16	27757	547.509	544.571	298157.5236
16	27756	547.486	544.548	298132.4063
16	27755	547.462	544.525	298106.7456
16	27754	547.439	544.502	298081.6304
16	27753	547.416	544.479	298056.5163
16	27752	547.392	544.456	298030.8588
16	27751	547.369	544.433	298005.7468
16	27750	547.346	544.41	297980.6359
16	27749	547.322	544.387	297954.9816
16	27748	547.299	544.364	297929.8728
16	27747	547.276	544.341	297904.7651
16	27746	547.252	544.318	297879.1141
16	27745	547.229	544.295	297854.0086
16	27744	547.205	544.272	297828.3598
16	27743	547.182	544.249	297803.2563
16	27742	547.159	544.226	297778.1539
16	27741	547.135	544.203	297752.5084
16	27740	547.112	544.18	297727.4082
16	27739	547.089	544.157	297702.309
16	27738	547.065	544.134	297676.6667
16	27737	547.042	544.111	297651.5697
16	27736	547.019	544.088	297626.4737
16	27735	546.995	544.065	297600.8347
16	27734	546.972	544.042	297575.7408
16	27733	546.948	544.019	297550.104
16	27732	546.925	543.996	297525.0123
16	27731	546.902	543.973	297499.9216
16	27730	546.878	543.95	297474.2881
16	27729	546.855	543.927	297449.1996
16	27728	546.831	543.904	297423.5682
16	27727	546.808	543.881	297398.4818
16	27726	546.785	543.858	297373.3965
16	27725	546.761	543.835	297347.7684
16	27724	546.738	543.812	297322.6853
16	27723	546.714	543.789	297297.0593
16	27722	546.691	543.766	297271.9783
16	27721	546.668	543.743	297246.8983
16	27720	546.644	543.72	297221.2757
16	27719	546.621	543.697	297196.1978
16	27718	546.597	543.674	297170.5774
16	27717	546.574	543.651	297145.5017
16	27716	546.55	543.627	297119.3369
16	27715	546.527	543.604	297094.2633
16	27714	546.504	543.581	297069.1908
16	27713	546.48	543.558	297043.5758
16	27712	546.457	543.535	297018.5055
16	27711	546.433	543.512	296992.8927
16	27710	546.41	543.489	296967.8245
16	27709	546.386	543.466	296942.2139
16	27708	546.363	543.443	296917.1478
16	27707	546.339	543.42	296891.5394
16	27706	546.316	543.397	296866.4755
16	27705	546.292	543.374	296840.8692
16	27704	546.269	543.351	296815.8074
16	27703	546.245	543.327	296789.6571
16	27702	546.222	543.304	296764.5975
16	27701	546.199	543.281	296739.5389
16	27700	546.175	543.258	296713.9382
16	27699	546.152	543.235	296688.8817
16	27698	546.128	543.212	296663.2831
16	27697	546.105	543.189	296638.2288
16	27696	546.081	543.166	296612.6324
16	27695	546.058	543.143	296587.5803
16	27694	546.034	543.119	296561.44
16	27693	546.011	543.096	296536.3901
16	27692	545.987	543.073	296510.7981
16	27691	545.964	543.05	296485.7502
16	27690	545.94	543.027	296460.1604
16	27689	545.917	543.004	296435.1147
16	27688	545.893	542.981	296409.527
16	27687	545.869	542.957	296383.3946
16	27686	545.846	542.934	296358.3522
16	27685	545.822	542.911	296332.7678
16	27684	545.799	542.888	296307.7275
16	27683	545.775	542.865	296282.1454
16	27682	545.752	542.842	296257.1072
16	27681	545.728	542.819	296231.5272
16	27680	545.705	542.795	296205.9455
16	27679	545.681	542.772	296180.3677
16	27678	545.658	542.749	296155.3338
16	27677	545.634	542.726	296129.7583
16	27676	545.611	542.703	296104.7265
16	27675	545.587	542.679	296078.6076
16	27674	545.563	542.656	296053.0353
16	27673	545.54	542.633	296028.0068
16	27672	545.516	542.61	296002.4368
16	27671	545.493	542.587	295977.4104
16	27670	545.469	542.564	295951.8425
16	27669	545.446	542.54	295926.2728
16	27668	545.422	542.517	295900.7072
16	27667	545.398	542.494	295875.1426
16	27666	545.375	542.471	295850.1216
16	27665	545.351	542.447	295824.0139
16	27664	545.328	542.424	295798.9951
16	27663	545.304	542.401	295773.4349
16	27662	545.28	542.378	295747.8758
16	27661	545.257	542.355	295722.8602
16	27660	545.233	542.331	295696.7581
16	27659	545.21	542.308	295671.7447
16	27658	545.186	542.285	295646.19
16	27657	545.162	542.262	295620.6364
16	27656	545.139	542.239	295595.6262
16	27655	545.115	542.215	295569.5297
16	27654	545.092	542.192	295544.5217
16	27653	545.068	542.169	295518.9725
16	27652	545.044	542.146	295493.4244
16	27651	545.021	542.122	295467.8746
16	27650	544.997	542.099	295442.3287
16	27649	544.973	542.076	295416.7839
16	27648	544.95	542.052	295391.2374
16	27647	544.926	542.029	295365.6949
16	27646	544.902	542.006	295340.1534
16	27645	544.879	541.983	295315.1551
16	27644	544.855	541.959	295289.0709
16	27643	544.832	541.936	295264.0748
16	27642	544.808	541.913	295238.5377
16	27641	544.784	541.89	295213.0018
16	27640	544.761	541.866	295187.464
16	27639	544.737	541.843	295161.9303
16	27638	544.713	541.82	295136.3977
16	27637	544.69	541.796	295110.8632
16	27636	544.666	541.773	295085.3328
16	27635	544.642	541.75	295059.8035
16	27634	544.619	541.727	295034.817
16	27633	544.595	541.703	295008.7453
16	27632	544.571	541.68	294983.2193
16	27631	544.547	541.657	294957.6944
16	27630	544.524	541.633	294932.1677
16	27629	544.5	541.61	294906.645
16	27628	544.476	541.587	294881.1234
16	27627	544.453	541.563	294855.6
16	27626	544.429	541.54	294830.0807
16	27625	544.405	541.517	294804.5624
16	27624	544.382	541.493	294779.0423
16	27623	544.358	541.47	294753.5263
16	27622	544.334	541.447	294728.0113
16	27621	544.31	541.423	294701.9531
16	27620	544.287	541.4	294676.9818
16	27619	544.263	541.377	294651.4702
16	27618	544.239	541.353	294625.4154
16	27617	544.216	541.33	294600.4473
16	27616	544.192	541.307	294574.9389
16	27615	544.168	541.283	294548.8875
16	27614	544.144	541.26	294523.3814
16	27613	544.121	541.237	294498.4177
16	27612	544.097	541.213	294472.3697
16	27611	544.073	541.19	294446.8669
16	27610	544.049	541.166	294420.8211
16	27609	544.026	541.143	294395.8617
16	27608	544.002	541.12	294370.3622
16	27607	543.978	541.096	294344.3199
16	27606	543.954	541.073	294318.8226
16	27605	543.931	541.05	294293.8676
16	27604	543.907	541.026	294267.8286
16	27603	543.883	541.003	294242.3346
16	27602	543.859	540.979	294216.298
16	27601	543.836	540.956	294191.3472
16	27600	543.812	540.933	294165.8566
16	27599	543.788	540.909	294139.8233
16	27598	543.764	540.886	294114.3349
16	27597	543.74	540.862	294088.3039
16	27596	543.717	540.839	294063.3586
16	27595	543.693	540.816	294037.8735
16	27594	543.669	540.792	294011.8458
16	27593	543.645	540.769	293986.363
16	27592	543.621	540.745	293960.3376
16	27591	543.598	540.722	293935.3978
16	27590	543.574	540.698	293909.3747
16	27589	543.55	540.675	293883.8963
16	27588	543.526	540.652	293858.419
16	27587	543.502	540.628	293832.3993
16	27586	543.479	540.605	293807.4648
16	27585	543.455	540.581	293781.4474
16	27584	543.431	540.558	293755.9745
16	27583	543.407	540.534	293729.9593
16	27582	543.383	540.511	293704.4887
16	27581	543.359	540.487	293678.4758
16	27580	543.336	540.464	293653.5479
16	27579	543.312	540.44	293627.5373
16	27578	543.288	540.417	293602.0711
16	27577	543.264	540.394	293576.606
16	27576	543.24	540.37	293550.5988
16	27575	543.216	540.347	293525.136
16	27574	543.193	540.323	293499.6713
16	27573	543.169	540.3	293474.2107
16	27572	543.145	540.276	293448.208
16	27571	543.121	540.253	293422.7496
16	27570	543.097	540.229	293396.7492
16	27569	543.073	540.206	293371.293
16	27568	543.049	540.182	293345.2949
16	27567	543.025	540.159	293319.841
16	27566	543.002	540.135	293294.3853
16	27565	542.978	540.112	293268.9335
16	27564	542.954	540.088	293242.94
16	27563	542.93	540.065	293217.4905
16	27562	542.906	540.041	293191.4991
16	27561	542.882	540.018	293166.0519
16	27560	542.858	539.994	293140.0629
16	27559	542.834	539.971	293114.6178
16	27558	542.81	539.947	293088.6311
16	27557	542.787	539.924	293063.7282
16	27556	542.763	539.9	293037.7437
16	27555	542.739	539.877	293012.3031
16	27554	542.715	539.853	292986.3209
16	27553	542.691	539.83	292960.8825
16	27552	542.667	539.806	292934.9026
16	27551	542.643	539.782	292908.9238
16	27550	542.619	539.759	292883.4888
16	27549	542.595	539.735	292857.5123
16	27548	542.571	539.712	292832.0796
16	27547	542.547	539.688	292806.1053
16	27546	542.523	539.665	292780.6748
16	27545	542.5	539.641	292755.2425
16	27544	542.476	539.618	292729.8142
16	27543	542.452	539.594	292703.8445
16	27542	542.428	539.57	292677.876
16	27541	542.404	539.547	292652.451
16	27540	542.38	539.523	292626.4847
16	27539	542.356	539.5	292601.062
16	27538	542.332	539.476	292575.098
16	27537	542.308	539.453	292549.6775
16	27536	542.284	539.429	292523.7158
16	27535	542.26	539.405	292497.7553
16	27534	542.236	539.382	292472.3382
16	27533	542.212	539.358	292446.3799
16	27532	542.188	539.335	292420.965
16	27531	542.164	539.311	292395.009
16	27530	542.14	539.287	292369.0542
16	27529	542.116	539.264	292343.6426
16	27528	542.092	539.24	292317.6901
16	27527	542.068	539.217	292292.2808
16	27526	542.044	539.193	292266.3305
16	27525	542.02	539.169	292240.3814
16	27524	541.996	539.146	292214.9754
16	27523	541.972	539.122	292189.0286
16	27522	541.948	539.099	292163.6249
16	27521	541.924	539.075	292137.6803
16	27520	541.9	539.051	292111.7369
16	27519	541.876	539.028	292086.3365
16	27518	541.852	539.004	292060.3954
16	27517	541.828	538.98	292034.4554
16	27516	541.804	538.957	292009.0584
16	27515	541.78	538.933	291983.1207
16	27514	541.756	538.909	291957.1842
16	27513	541.732	538.886	291931.7906
16	27512	541.708	538.862	291905.8563
16	27511	541.684	538.839	291880.4649
16	27510	541.66	538.815	291854.5329
16	27509	541.636	538.791	291828.6021
16	27508	541.612	538.768	291803.214
16	27507	541.588	538.744	291777.2855
16	27506	541.564	538.72	291751.3581
16	27505	541.54	538.697	291725.9734
16	27504	541.516	538.673	291700.0483
16	27503	541.492	538.649	291674.1243
16	27502	541.468	538.625	291648.2015
16	27501	541.444	538.602	291622.8213
16	27500	541.419	538.578	291596.3622
16	27499	541.395	538.554	291570.4428
16	27498	541.371	538.531	291545.066
16	27497	541.347	538.507	291519.1489
16	27496	541.323	538.483	291493.233
16	27495	541.299	538.46	291467.8595
16	27494	541.275	538.436	291441.9459
16	27493	541.251	538.412	291416.0334
16	27492	541.227	538.389	291390.6633
16	27491	541.203	538.365	291364.7531
16	27490	541.179	538.341	291338.844
16	27489	541.155	538.317	291312.9361
16	27488	541.13	538.294	291287.0322
16	27487	541.106	538.27	291261.1266
16	27486	541.082	538.246	291235.2222
16	27485	541.058	538.222	291209.3189
16	27484	541.034	538.199	291183.9578
16	27483	541.01	538.175	291158.0568
16	27482	540.986	538.151	291132.1569
16	27481	540.962	538.128	291106.7991
16	27480	540.938	538.104	291080.9016
16	27479	540.913	538.08	291054.467
16	27478	540.889	538.056	291028.5718
16	27477	540.865	538.033	291003.2185
16	27476	540.841	538.009	290977.3256
16	27475	540.817	537.985	290951.4337
16	27474	540.793	537.961	290925.5431
16	27473	540.769	537.938	290900.1943
16	27472	540.745	537.914	290874.3059
16	27471	540.72	537.89	290847.8808
16	27470	540.696	537.866	290821.9947
16	27469	540.672	537.842	290796.1098
16	27468	540.648	537.819	290770.7667
16	27467	540.624	537.795	290744.8841
16	27466	540.6	537.771	290719.0026
16	27465	540.575	537.747	290692.5845
16	27464	540.551	537.724	290667.2459
16	27463	540.527	537.7	290641.3679
16	27462	540.503	537.676	290615.491
16	27461	540.479	537.652	290589.6153
16	27460	540.455	537.628	290563.7407
16	27459	540.43	537.605	290537.8702
16	27458	540.406	537.581	290511.9979
16	27457	540.382	537.557	290486.1268
16	27456	540.358	537.533	290460.2568
16	27455	540.334	537.509	290434.388
16	27454	540.31	537.486	290409.0607
16	27453	540.285	537.462	290382.6567
16	27452	540.261	537.438	290356.7913
16	27451	540.237	537.414	290330.9271
16	27450	540.213	537.39	290305.0641
16	27449	540.189	537.366	290279.2022
16	27448	540.164	537.343	290253.3443
16	27447	540.14	537.319	290227.4847
16	27446	540.116	537.295	290201.6262
16	27445	540.092	537.271	290175.7689
16	27444	540.067	537.247	290149.3755
16	27443	540.043	537.223	290123.5206
16	27442	540.019	537.2	290098.2068
16	27441	539.995	537.176	290072.3541
16	27440	539.971	537.152	290046.5026
16	27439	539.946	537.128	290020.1151
16	27438	539.922	537.104	289994.2659
16	27437	539.898	537.08	289968.4178
16	27436	539.874	537.056	289942.5709
16	27435	539.849	537.033	289916.728
16	27434	539.825	537.009	289890.8834
16	27433	539.801	536.985	289865.04
16	27432	539.777	536.961	289839.1977
16	27431	539.752	536.937	289812.8196
16	27430	539.728	536.913	289786.9797
16	27429	539.704	536.889	289761.1409
16	27428	539.68	536.865	289735.3032
16	27427	539.655	536.842	289709.4695
16	27426	539.631	536.818	289683.6342
16	27425	539.607	536.794	289657.8
16	27424	539.582	536.77	289631.4301
16	27423	539.558	536.746	289605.5983
16	27422	539.534	536.722	289579.7675
16	27421	539.51	536.698	289553.938
16	27420	539.485	536.674	289527.5729
16	27419	539.461	536.65	289501.7457
16	27418	539.437	536.626	289475.9196
16	27417	539.412	536.603	289450.0974
16	27416	539.388	536.579	289424.2737
16	27415	539.364	536.555	289398.451
16	27414	539.34	536.531	289372.6295
16	27413	539.315	536.507	289346.2727
16	27412	539.291	536.483	289320.4536
16	27411	539.267	536.459	289294.6356
16	27410	539.242	536.435	289268.2823
16	27409	539.218	536.411	289242.4666
16	27408	539.194	536.387	289216.6521
16	27407	539.169	536.363	289190.3023
16	27406	539.145	536.339	289164.4902
16	27405	539.121	536.315	289138.6791
16	27404	539.096	536.291	289112.3329
16	27403	539.072	536.267	289086.5242
16	27402	539.048	536.244	289061.2557
16	27401	539.023	536.22	289034.9131
16	27400	538.999	536.196	289009.1078
16	27399	538.975	536.172	288983.3037
16	27398	538.95	536.148	288956.9646
16	27397	538.926	536.124	288931.1628
16	27396	538.902	536.1	288905.3622
16	27395	538.877	536.076	288879.0267
16	27394	538.853	536.052	288853.2284
16	27393	538.829	536.028	288827.4312
16	27392	538.804	536.004	288801.0992
16	27391	538.78	535.98	288775.3044
16	27390	538.755	535.956	288748.9748
16	27389	538.731	535.932	288723.1823
16	27388	538.707	535.908	288697.391
16	27387	538.682	535.884	288671.0649
16	27386	538.658	535.86	288645.2759
16	27385	538.634	535.836	288619.488
16	27384	538.609	535.812	288593.1655
16	27383	538.585	535.788	288567.38
16	27382	538.56	535.764	288541.0598
16	27381	538.536	535.74	288515.2766
16	27380	538.512	535.716	288489.4946
16	27379	538.487	535.692	288463.178
16	27378	538.463	535.668	288437.3983
16	27377	538.438	535.644	288411.0841
16	27376	538.414	535.62	288385.3067
16	27375	538.39	535.596	288359.5304
16	27374	538.365	535.572	288333.2198
16	27373	538.341	535.548	288307.4459
16	27372	538.316	535.524	288281.1376
16	27371	538.292	535.5	288255.366
16	27370	538.268	535.476	288229.5956
16	27369	538.243	535.451	288202.7526
16	27368	538.219	535.427	288176.9845
16	27367	538.194	535.403	288150.6822
16	27366	538.17	535.379	288124.9164
16	27365	538.145	535.355	288098.6165
16	27364	538.121	535.331	288072.8531
16	27363	538.097	535.307	288047.0908
16	27362	538.072	535.283	288020.7944
16	27361	538.048	535.259	287995.0344
16	27360	538.023	535.235	287968.7404
16	27359	537.999	535.211	287942.9828
16	27358	537.974	535.187	287916.6911
16	27357	537.95	535.163	287890.9359
16	27356	537.925	535.139	287864.6466
16	27355	537.901	535.115	287838.8936
16	27354	537.876	535.09	287812.0688
16	27353	537.852	535.066	287786.3182
16	27352	537.827	535.042	287760.0337
16	27351	537.803	535.018	287734.2855
16	27350	537.779	534.994	287708.5383
16	27349	537.754	534.97	287682.2574
16	27348	537.73	534.946	287656.5126
16	27347	537.705	534.922	287630.234
16	27346	537.681	534.898	287604.4915
16	27345	537.656	534.874	287578.2153
16	27344	537.632	534.849	287551.9376
16	27343	537.607	534.825	287525.6638
16	27342	537.583	534.801	287499.926
16	27341	537.558	534.777	287473.6546
16	27340	537.534	534.753	287447.9191
16	27339	537.509	534.729	287421.6501
16	27338	537.485	534.705	287395.9169
16	27337	537.46	534.681	287369.6503
16	27336	537.436	534.656	287343.382
16	27335	537.411	534.632	287317.1178
16	27334	537.387	534.608	287291.3893
16	27333	537.362	534.584	287265.1274
16	27332	537.337	534.56	287238.8667
16	27331	537.313	534.536	287213.1418
16	27330	537.288	534.512	287186.8835
16	27329	537.264	534.487	287160.6236
16	27328	537.239	534.463	287134.3677
16	27327	537.215	534.439	287108.6474
16	27326	537.19	534.415	287082.3939
16	27325	537.166	534.391	287056.6759
16	27324	537.141	534.367	287030.4247
16	27323	537.117	534.342	287004.172
16	27322	537.092	534.318	286977.9233
16	27321	537.068	534.294	286952.21
16	27320	537.043	534.27	286925.9636
16	27319	537.018	534.246	286899.7184
16	27318	536.994	534.222	286874.0087
16	27317	536.969	534.197	286847.2289
16	27316	536.945	534.173	286821.5215
16	27315	536.92	534.149	286795.2811
16	27314	536.896	534.125	286769.576
16	27313	536.871	534.101	286743.338
16	27312	536.846	534.076	286716.5643
16	27311	536.822	534.052	286690.8627
16	27310	536.797	534.028	286664.6283
16	27309	536.773	534.004	286638.9291
16	27308	536.748	533.98	286612.697
16	27307	536.723	533.955	286585.9295
16	27306	536.699	533.931	286560.2338
16	27305	536.674	533.907	286534.0053
16	27304	536.65	533.883	286508.312
16	27303	536.625	533.859	286482.0859
16	27302	536.6	533.834	286455.3244
16	27301	536.576	533.81	286429.6346
16	27300	536.551	533.786	286403.4121
16	27299	536.527	533.762	286377.7246
16	27298	536.502	533.737	286350.968
16	27297	536.477	533.713	286324.7491
16	27296	536.453	533.689	286299.0651
16	27295	536.428	533.665	286272.8486
16	27294	536.404	533.64	286246.6306
16	27293	536.379	533.616	286220.4165
16	27292	536.354	533.592	286194.2036
16	27291	536.33	533.568	286168.5254
16	27290	536.305	533.543	286141.7786
16	27289	536.28	533.519	286115.5693
16	27288	536.256	533.495	286089.8947
16	27287	536.231	533.471	286063.6878
16	27286	536.206	533.446	286036.9459
16	27285	536.182	533.422	286011.2748
16	27284	536.157	533.398	285985.0715
16	27283	536.132	533.374	285958.8694
16	27282	536.108	533.349	285932.6657
16	27281	536.083	533.325	285906.466
16	27280	536.058	533.301	285880.2675
16	27279	536.034	533.276	285854.0674
16	27278	536.009	533.252	285827.8713
16	27277	535.984	533.228	285801.6764
16	27276	535.96	533.204	285776.0158
16	27275	535.935	533.179	285749.2874
16	27274	535.91	533.155	285723.0961
16	27273	535.886	533.131	285697.4391
16	27272	535.861	533.106	285670.7143
16	27271	535.836	533.082	285644.5266
16	27270	535.812	533.058	285618.8731
16	27269	535.787	533.033	285592.152
16	27268	535.762	533.009	285565.9679
16	27267	535.738	532.985	285540.3179
16	27266	535.713	532.96	285513.6005
16	27265	535.688	532.936	285487.42
16	27264	535.664	532.912	285461.7736
16	27263	535.639	532.887	285435.0598
16	27262	535.614	532.863	285408.8829
16	27261	535.589	532.839	285382.7072
16	27260	535.565	532.814	285356.5299
16	27259	535.54	532.79	285330.3566
16	27258	535.515	532.766	285304.1845
16	27257	535.49	532.741	285277.4781
16	27256	535.466	532.717	285251.8411
16	27255	535.441	532.693	285225.6726
16	27254	535.416	532.668	285198.9699
16	27253	535.392	532.644	285173.3364
16	27252	535.367	532.62	285147.1715
16	27251	535.342	532.595	285120.4725
16	27250	535.317	532.571	285094.31
16	27249	535.293	532.547	285068.6813
16	27248	535.268	532.522	285041.9859
16	27247	535.243	532.498	285015.827
16	27246	535.218	532.474	284989.6693
16	27245	535.194	532.449	284963.5101
16	27244	535.169	532.425	284937.3548
16	27243	535.144	532.4	284910.6656
16	27242	535.119	532.376	284884.5127
16	27241	535.095	532.352	284858.8934
16	27240	535.07	532.327	284832.2079
16	27239	535.045	532.303	284806.0586
16	27238	535.02	532.278	284779.3756
16	27237	534.995	532.254	284753.2287
16	27236	534.971	532.23	284727.6153
16	27235	534.946	532.205	284700.9359
16	27234	534.921	532.181	284674.7927
16	27233	534.896	532.156	284648.1158
16	27232	534.872	532.132	284622.5071
16	27231	534.847	532.108	284596.3675
16	27230	534.822	532.083	284569.6942
16	27229	534.797	532.059	284543.557
16	27228	534.772	532.034	284516.8862
16	27227	534.748	532.01	284491.2835
16	27226	534.723	531.986	284465.1499
16	27225	534.698	531.961	284438.4828
16	27224	534.673	531.937	284412.3516
16	27223	534.648	531.912	284385.687
16	27222	534.624	531.888	284360.0901
16	27221	534.599	531.863	284333.4279
16	27220	534.574	531.839	284307.3016
16	27219	534.549	531.814	284280.6419
16	27218	534.524	531.79	284254.518
16	27217	534.499	531.766	284228.3952
16	27216	534.475	531.741	284202.271
16	27215	534.45	531.717	284176.1507
16	27214	534.425	531.692	284149.4971
16	27213	534.4	531.668	284123.3792
16	27212	534.375	531.643	284096.7281
16	27211	534.35	531.619	284070.6127
16	27210	534.326	531.594	284044.4956
16	27209	534.301	531.57	284018.3826
16	27208	534.276	531.545	283991.7364
16	27207	534.251	531.521	283965.6258
16	27206	534.226	531.497	283939.5163
16	27205	534.201	531.472	283912.8739
16	27204	534.176	531.448	283886.7668
16	27203	534.152	531.423	283860.6583
16	27202	534.127	531.399	283834.5537
16	27201	534.102	531.374	283807.9161
