126.949286	37.523859
126.835211	37.583909
126.672688	37.679069
126.658053	37.782631
126.590271	37.764366
126.433139	37.842266
126.195132	37.821581
126.182231	37.721702
126.306635	37.64416
126.206819	37.198058
126.105046	36.764985
126.122661	36.666144
126.326207	36.319991
126.300764	35.853408
126.335993	35.600781
126.167676	35.187558
125.985659	35.109143
125.846699	34.75936
125.905414	34.620963
126.112933	34.365058
126.177998	34.337385
126.457974	34.238015
126.686687	34.290158
127.108906	34.301402
127.59262	34.408074
127.819569	34.395773
128.750782	34.681773
128.829964	34.992539
129.009103	34.729132
129.268573	34.449149
129.280521	34.44642
129.294409	34.45035
129.309113	34.461913
129.294409	34.45035
129.280521	34.44642
129.268573	34.449149
129.260182	34.427175
129.224719	34.363297
129.23272	34.35098
129.27813	34.32884
129.290888	34.321518
129.298889	34.321697
129.307971	34.318482
129.321406	34.297953
129.33998	34.301881
129.347827	34.298544
129.352714	34.294968
129.354049	34.295687
129.35634	34.298398
129.357825	34.29983
129.36634	34.302609
129.388373	34.305504
129.394819	34.299797
129.410604	34.284664
129.625432	34.087756
129.760285	33.880678
129.768745	33.868553
129.775235	33.843286
129.800883	33.788707
129.798356	33.778561
129.786386	33.774857
129.769698	33.776891
129.762796	33.771444
129.769698	33.776891
129.786386	33.774857
129.800135	33.762405
129.798624	33.753707
129.789673	33.740659
129.826216	33.714789
129.904025	33.603774
129.975646	33.545131
129.984113	33.534397
129.995403	33.476443
129.99752	33.461728
129.980408	33.453486
