key	value
Ryoseikoku1	唱更國
Ryoseikoku2	薩麻國
Ryoseikoku3	薩摩國
Ryoseikoku4	大隅國
Ryoseikoku5	日向國
Ryoseikoku6	火國
Ryoseikoku7	肥國
Ryoseikoku8	肥後國
Ryoseikoku9	豐國
Ryoseikoku10	豐後國
Ryoseikoku11	筑後國
Ryoseikoku12	肥前國
Ryoseikoku13	奴國
Ryoseikoku14	筑紫國
Ryoseikoku15	筑前國
Ryoseikoku16	豐前國
Ryoseikoku17	一支國
Ryoseikoku18	壹岐國
Ryoseikoku19	對馬國
Ryoseikoku20	穴門國
Ryoseikoku21	長門國
Ryoseikoku22	周防國
Ryoseikoku23	安藝國
Ryoseikoku24	吉備國
Ryoseikoku25	備後國
Ryoseikoku26	備中國
Ryoseikoku27	美作國
Ryoseikoku28	備前國
Ryoseikoku29	播磨國
Ryoseikoku30	石見國
Ryoseikoku31	出雲國
Ryoseikoku32	伯耆國
Ryoseikoku33	隱伎國
Ryoseikoku34	隱岐國
Ryoseikoku35	因幡國
Ryoseikoku36	儋遲麻國
Ryoseikoku37	儋馬國
Ryoseikoku38	丹波國
Ryoseikoku39	丹後國
Ryoseikoku40	丹波國
Ryoseikoku41	伊豫國
Ryoseikoku42	土佐國
Ryoseikoku43	粟國
Ryoseikoku44	阿波國
Ryoseikoku45	讃岐國
Ryoseikoku46	淡路國
Ryoseikoku47	木國
Ryoseikoku48	紀伊國
Ryoseikoku49	倭國
Ryoseikoku50	大倭國
Ryoseikoku51	大和國
Ryoseikoku52	河內國
Ryoseikoku53	山城國
Ryoseikoku54	泉國
Ryoseikoku55	和泉國
Ryoseikoku56	津國
Ryoseikoku57	攝津國
Ryoseikoku58	若侠國
Ryoseikoku59	若狹國
Ryoseikoku60	高志國
Ryoseikoku61	越前國
Ryoseikoku62	加賀國
Ryoseikoku63	高志中
Ryoseikoku64	越中國
Ryoseikoku65	能登國
Ryoseikoku66	高志後
Ryoseikoku67	越後國
Ryoseikoku68	佐渡國
Ryoseikoku69	志摩國
Ryoseikoku70	伊勢國
Ryoseikoku71	伊賀國
Ryoseikoku72	尾張國
Ryoseikoku73	三河國
Ryoseikoku74	遠淡海國
Ryoseikoku75	遠江國
Ryoseikoku76	駿河國
Ryoseikoku77	伊豆國
Ryoseikoku78	甲斐國
Ryoseikoku79	相模國
Ryoseikoku80	无邪志國
Ryoseikoku81	武藏國
Ryoseikoku82	下捄國
Ryoseikoku83	下總國
Ryoseikoku84	捄國
Ryoseikoku85	上捄國
Ryoseikoku86	上總國
Ryoseikoku87	安房國
Ryoseikoku88	常道
Ryoseikoku89	常陸國
Ryoseikoku90	近淡海國
Ryoseikoku91	近江國
Ryoseikoku92	三野國
Ryoseikoku93	美濃國
Ryoseikoku94	飛騨國
Ryoseikoku95	科野國
Ryoseikoku96	信濃國
Ryoseikoku97	毛野國
Ryoseikoku98	上毛野國
Ryoseikoku99	上野國
Ryoseikoku100	下毛野國
Ryoseikoku101	下野國
Ryoseikoku102	道奧
Ryoseikoku103	道奧國
Ryoseikoku104	陸奧國
Ryoseikoku105	出羽
Ryoseikoku106	出羽郡
Ryoseikoku107	出羽國
