start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
-21.15	63.8667	-21.15	63.8667	2072058	2072084
-21.15	63.8667	5.75	58.716667	2072084	2072149
5.75	58.716667	5.75	58.716667	2072149	2081672
5.75	58.716667	-21.15	63.8667	2081672	2081737
-21.15	63.8667	-21.15	63.8667	2081737	2081653
-21.15	63.8667	-69.6008	66.8309	2081653	2081767
-69.6008	66.8309	-69.6008	66.8309	2081767	2081755
-69.6008	66.8309	-58	53	2081755	2081798
-58	53	-58	53	2081798	2081820
-58	53	-55.5333	51.5964	2081820	2081828
-55.5333	51.5964	-55.5333	51.5964	2081828	2081825
-55.5333	51.5964	-44.7	59.9833	2081825	2081858
-44.7	59.9833	-44.7	59.9833	2081858	2081918
-44.7	59.9833	-44.7	59.9833	2081918	2081919
-44.7	59.9833	-44.7	59.9833	2081919	2086667
-44.7	59.9833	-44.7	59.9833	2086667	2086668
-44.7	59.9833	-44.7	59.9833	2086668	2088010
-44.7	59.9833	5.75	58.716667	2088010	2088128
5.75	58.716667	5.75	58.716667	2088128	2088493
5.75	58.716667	5.75	58.716667	2088493	2088494
5.75	58.716667	5.75	58.716667	2088494	2088524
