key	value
China1	河東郡
China2	平陽郡
China3	河内郡
China4	魏郡
China5	広平郡
China6	燕国
China7	漁陽郡
China8	右北平郡
China9	上谷郡
China10	代郡
China11	遼西郡
China12	昌黎郡
China13	遼東郡
China14	玄菟郡
China15	楽浪郡
China16	帯方郡
China17	安平郡
China18	中山国
China19	勃海郡
China20	太原郡
China21	西河郡
China22	上党郡
China23	雁門郡
China24	北海郡
China25	東萊郡
China26	斉国
China27	彭城国
China28	下邳郡
China29	広陵郡
China30	東海国
China31	琅邪国
China32	泰山郡
China33	魯国
China34	京兆郡
China35	馮翊郡
China36	扶風郡
China37	安定郡
China38	天水郡
China39	武都郡
China40	武威郡
China41	金城郡
China42	西平郡
China43	張掖郡
China44	酒泉郡
China45	敦煌郡
China46	西海郡
China47	漢中郡
China48	梓潼郡
China49	広漢郡
China50	涪陵郡
China51	巴郡
China52	巴東郡
China53	巴西郡
China54	陰平郡
China55	蜀郡
China56	汶山郡
China57	犍為郡
China58	江陽郡
China59	漢嘉郡
China60	朱提郡
China61	越嶲郡
China62	牂牁郡
China63	建寧郡
China64	永昌郡
China65	雲南郡
China66	興古郡
China67	西域長史府
