en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1955180	1964310
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1964310	1964311
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1964311	1965406
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1965406	1965407
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1965407	1967581
Asparuh of Bulgaria	35.12	47.85	28.78	44.79	1967581	1967598
Asparuh of Bulgaria	28.78	44.79	28.78	44.79	1967598	1969788
Asparuh of Bulgaria	28.78	44.79	28.79	45.17	1969788	1969790
Asparuh of Bulgaria	28.79	45.17	28.79	45.17	1969790	1969998
Asparuh of Bulgaria	28.79	45.17	27.27	44.11	1969998	1970003
Asparuh of Bulgaria	27.27	44.11	27.27	44.11	1970003	1970154
Asparuh of Bulgaria	27.27	44.11	27.27	44.11	1970154	1970155
Asparuh of Bulgaria	27.27	44.11	27.27	44.11	1970155	1972709
Asparuh of Bulgaria	27.27	44.11	27.132	43.387	1972709	1972712
Asparuh of Bulgaria	27.132	43.387	27.132	43.387	1972712	1975266
Asparuh of Bulgaria	27.132	43.387	27.267191	44.114727	1975266	1975269
Asparuh of Bulgaria	27.267191	44.114727	27.267191	44.114727	1975269	1977439
Asparuh of Bulgaria	27.267191	44.114727	35.12	47.85	1977439	1977460
Asparuh of Bulgaria	35.12	47.85	35.12	47.85	1977460	1977490
