key	value
calendar_japan	Kal. Jepang
calendar_gregorian	Kal. Gregorian
calendar_julian	Kal. Julian
calendar_julian_day	Hari Julian
calendar_calbp	cal BP
calendar_hijri	Kal. Hijri
