en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1977095	1997547
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1997547	1997548
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1997548	1998060
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1998060	1998061
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1998061	1998094
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1998094	1998095
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1998095	1998120
Pope Paul I	12.4828	41.8933	11.7147	44.3531	1998120	1998127
Pope Paul I	11.7147	44.3531	11.7147	44.3531	1998127	1998182
Pope Paul I	11.7147	44.3531	13.4667	43.4833	1998182	1998188
Pope Paul I	13.4667	43.4833	13.4667	43.4833	1998188	1998247
Pope Paul I	13.4667	43.4833	13.5167	43.6169	1998247	1998248
Pope Paul I	13.5167	43.6169	13.5167	43.6169	1998248	1998303
Pope Paul I	13.5167	43.6169	11.3428	44.4939	1998303	1998309
Pope Paul I	11.3428	44.4939	11.3428	44.4939	1998309	1998366
Pope Paul I	11.3428	44.4939	12.675	43.9633	1998366	1998370
Pope Paul I	12.675	43.9633	12.675	43.9633	1998370	1998427
Pope Paul I	12.675	43.9633	12.7333	42.7333	1998427	1998431
Pope Paul I	12.7333	42.7333	12.7333	42.7333	1998431	1998485
Pope Paul I	12.7333	42.7333	14.7833	41.1333	1998485	1998492
Pope Paul I	14.7833	41.1333	14.7833	41.1333	1998492	1998518
Pope Paul I	14.7833	41.1333	2.3522	48.8566	1998518	1998553
Pope Paul I	2.3522	48.8566	2.3522	48.8566	1998553	1998979
Pope Paul I	2.3522	48.8566	12.4828	41.8933	1998979	1999009
Pope Paul I	12.4828	41.8933	12.4828	41.8933	1999009	1999374
Pope Paul I	12.4828	41.8933	12.4806	41.9031	1999374	1999375
Pope Paul I	12.4806	41.9031	12.4806	41.9031	1999375	2000835
Pope Paul I	12.4806	41.9031	12.4828	41.8933	2000835	2000836
Pope Paul I	12.4828	41.8933	12.4828	41.8933	2000836	2000950
Pope Paul I	12.4828	41.8933	14.7833	41.1333	2000950	2000957
Pope Paul I	14.7833	41.1333	14.7833	41.1333	2000957	2001042
Pope Paul I	14.7833	41.1333	12.7333	42.7333	2001042	2001049
Pope Paul I	12.7333	42.7333	12.7333	42.7333	2001049	2001135
Pope Paul I	12.7333	42.7333	11	43.5	2001135	2001140
Pope Paul I	11	43.5	11	43.5	2001140	2001571
Pope Paul I	11	43.5	2.3444	48.8133	2001571	2001596
Pope Paul I	2.3444	48.8133	2.3444	48.8133	2001596	2001561
Pope Paul I	2.3444	48.8133	28.98	41.0125	2001561	2001627
Pope Paul I	28.98	41.0125	28.98	41.0125	2001627	2001616
Pope Paul I	28.98	41.0125	12.2017	44.4161	2001616	2001657
Pope Paul I	12.2017	44.4161	12.2017	44.4161	2001657	2001685
Pope Paul I	12.2017	44.4161	12.3271	45.4388	2001685	2001688
Pope Paul I	12.3271	45.4388	12.3271	45.4388	2001688	2001768
Pope Paul I	12.3271	45.4388	12.4769	41.8586	2001768	2001777
Pope Paul I	12.4769	41.8586	12.4769	41.8586	2001777	2001777
Pope Paul I	12.4769	41.8586	12.4769	41.8586	2001777	2001778
Pope Paul I	12.4769	41.8586	12.4769	41.8586	2001778	2001867
Pope Paul I	12.4769	41.8586	12.4539	41.9022	2001867	2001868
Pope Paul I	12.4539	41.9022	12.4539	41.9022	2001868	2001898
