key	value
TAinu1	Yamado-nay
TAinu2	Utuchi-nay
TAinu3	Ya-naysaku
TAinu4	Hei-nay
TAinu5	Zatuko-nay
TAinu6	Ki-nay
TAinu7	Ituchi-nay
TAinu8	U-nay
TAinu9	Han-nay
TAinu10	Gosyou-nay
TAinu11	Iseho-nay
TAinu12	U-nay
TAinu13	Tou-nay
TAinu14	I-nay
TAinu15	Si-nay
TAinu16	Si-nay
TAinu17	Kon-nay
TAinu18	Sou-nay
TAinu19	Osatu
TAinu20	Rin-nay
TAinu21	U-nay
TAinu22	Horo-nay
TAinu23	Usuku-nay
TAinu24	Mo-nay
TAinu25	Obo-nay
TAinu26	In-nay
TAinu27	In-nay
TAinu28	Uruin-nay
TAinu29	Saruha-nay
TAinu30	Yo-nay
TAinu31	Oka-nay
TAinu32	Sika-nay
TAinu33	Susu-nay
TAinu34	Tako-nay
TAinu35	Maku-nay
TAinu36	Nisimo-nay
TAinu37	Suku-nay
TAinu38	San-nay
TAinu39	Yaku-nay
TAinu40	Jyou-nay
TAinu41	Tubo-nay
TAinu42	Musi-nay
TAinu43	Hon-nay
TAinu44	Sahi-nay
TAinu45	Se-nay
TAinu46	Hoso-nay
TAinu47	Nukanomae
TAinu48	Hou-nay
TAinu49	Yoko-nay
TAinu50	Naka-nay
TAinu51	Tan-nay
TAinu52	Tochi-nay
TAinu53	Hon-nay
TAinu54	Nosi-nay
TAinu55	Nita-nay
TAinu56	Nisi-nay
TAinu57	Tochi-nay
TAinu58	Tassobe
TAinu59	Tukumousi
TAinu60	Horimi-nay
TAinu61	Itami-nay
TAinu62	Hami-nay
TAinu63	Sahi-nay
TAinu64	Yarimi-nay
TAinu65	Jyou-nay
TAinu66	Sai-nay
TAinu67	Tochi-nay
TAinu68	Hiraotori
TAinu69	Hiroku-nay
TAinu70	Jin-nay
TAinu71	Chika-nay
TAinu72	Obo-nay
TAinu73	Kasi-nay
TAinu74	Wai-nay
TAinu75	Yo-nay
TAinu76	Hinoki-nay
TAinu77	Yo-nay
TAinu78	Ai-nay
TAinu79	San-nay
TAinu80	San-nay
TAinu81	Kobori-nay
TAinu82	Hoi-nay
TAinu83	Asa-nay
TAinu84	Hi-nay
TAinu85	Urasi-nay
TAinu86	Kai-nay
TAinu87	Osa-nay
TAinu88	Hurui-nay
TAinu89	I-nay
TAinu90	Totori-nay
TAinu91	Mi-nay
TAinu92	Uttou-nay
TAinu93	Okasi-nay
TAinu94	Oko-nay
TAinu95	In-nay
TAinu96	Ekari-nay
TAinu97	Kasu-nay
TAinu98	Azami-nay
TAinu99	Hon-nay
TAinu100	Kuro-nay
TAinu101	Yukuchi-nay
TAinu102	Numaku-nay
TAinu103	Hori-nay
TAinu104	Hukama-nay
TAinu105	Kasi-nay
TAinu106	Sou-nay
TAinu107	Tani-nay
TAinu108	Yo-nay
TAinu109	Osa-nay
TAinu110	San-nay
TAinu111	Tama-nay
TAinu112	Hi-nay
TAinu113	Tadoko-nay
TAinu114	Miso-nay
TAinu115	Ibo-nay
TAinu116	Siba-nay
TAinu117	Nitadori
TAinu118	Ten-nay
TAinu119	Siriko-nay
TAinu120	Kema-nay
TAinu121	Sige-nay
TAinu122	Tomai
TAinu123	San-nay
TAinu124	Syaka-nay
TAinu125	Masuko-nay
TAinu126	Hori-nay
TAinu127	Osaba-nay
TAinu128	Kindaichi
TAinu129	Oko-nay
TAinu130	Oosige-nay
TAinu131	Sisi-nay
TAinu132	Takko
TAinu133	Tuchime-nay
TAinu134	To-nay
TAinu135	Ume-nay
TAinu136	Chousita-nay
TAinu137	Hata-nay
TAinu138	Ai-nay
TAinu139	San-nay
TAinu140	Hira-nay
TAinu141	Ai-nay
TAinu142	Hai-nay
TAinu143	Akaho-nay
TAinu144	Toma-pet
TAinu145	Ai-nay
TAinu146	Toyoma-nay
TAinu147	Kiriya-nay
TAinu148	Niui
TAinu149	Man-nay
TAinu150	Sapi-nay
TAinu151	Nisyou-nay
TAinu152	Tou-nay
TAinu153	Hora-nay
TAinu154	Tobi-nay
TAinu155	Oosita-nay
TAinu156	Kitu-nay
TAinu157	Yoko-nay
TAinu158	Nyuu-nay
TAinu159	Tokosi-nay
TAinu160	Oo-pet-nay
TAinu161	Tade-nay
TAinu162	Mago-nay
TAinu163	San-nay
TAinu164	Ya-nay
TAinu165	Noheji
TAinu166	Kura-nay
TAinu167	Oko-nay
TAinu168	Hira-nay
TAinu169	Oko-nay
TAinu170	Horo-nay
TAinu171	Kamaya
TAinu172	Siriya
TAinu173	Yakosi
TAinu174	Ooma
